in s,C1 in V
6.7272348E-01,5.3497E+00
6.7279036E-01,5.3497E+00
6.7285724E-01,5.3178E+00
6.7292412E-01,5.3178E+00
6.7299100E-01,5.3284E+00
6.7305788E-01,5.3284E+00
6.7312476E-01,5.3710E+00
6.7319164E-01,5.3604E+00
6.7325852E-01,5.3604E+00
6.7332540E-01,5.3710E+00
6.7339228E-01,5.3817E+00
6.7345916E-01,5.3604E+00
6.7352604E-01,5.3497E+00
6.7359292E-01,5.3817E+00
6.7365980E-01,5.3497E+00
6.7372668E-01,5.3497E+00
6.7379356E-01,5.3817E+00
6.7386044E-01,5.3817E+00
6.7392732E-01,5.3817E+00
6.7399420E-01,5.3817E+00
6.7406108E-01,5.3817E+00
6.7412796E-01,5.3710E+00
6.7419484E-01,5.3817E+00
6.7426172E-01,5.3710E+00
6.7432860E-01,5.3604E+00
6.7439548E-01,5.3604E+00
6.7446236E-01,5.3284E+00
6.7452924E-01,5.2965E+00
6.7459612E-01,5.2326E+00
6.7466300E-01,5.2646E+00
6.7472988E-01,5.1901E+00
6.7479676E-01,5.1475E+00
6.7486364E-01,5.2113E+00
6.7493052E-01,5.1901E+00
6.7499740E-01,5.1688E+00
6.7506428E-01,5.1901E+00
6.7513116E-01,5.1581E+00
6.7519804E-01,5.2007E+00
6.7526492E-01,5.2326E+00
6.7533180E-01,5.1688E+00
6.7539868E-01,5.2326E+00
6.7546556E-01,5.2433E+00
6.7553244E-01,5.2220E+00
6.7559932E-01,5.2326E+00
6.7566620E-01,5.2326E+00
6.7573308E-01,5.2220E+00
6.7579996E-01,5.2220E+00
6.7586684E-01,5.2326E+00
6.7593372E-01,5.2433E+00
6.7600060E-01,5.2113E+00
6.7606748E-01,5.2007E+00
6.7613436E-01,5.1901E+00
6.7620124E-01,5.1901E+00
6.7626812E-01,5.1901E+00
6.7633500E-01,5.1901E+00
6.7640188E-01,5.1688E+00
6.7646876E-01,5.1901E+00
6.7653564E-01,5.1688E+00
6.7660252E-01,5.1901E+00
6.7666940E-01,5.1581E+00
6.7673628E-01,5.1475E+00
6.7680316E-01,5.1581E+00
6.7687004E-01,5.1688E+00
6.7693692E-01,5.1475E+00
6.7700380E-01,5.1581E+00
6.7707068E-01,5.1581E+00
6.7713756E-01,5.1475E+00
6.7720444E-01,5.1475E+00
6.7727132E-01,5.1475E+00
6.7733820E-01,5.1475E+00
6.7740508E-01,5.1155E+00
6.7747196E-01,5.0943E+00
6.7753884E-01,5.0836E+00
6.7760572E-01,5.0836E+00
6.7767260E-01,5.0730E+00
6.7773948E-01,5.0410E+00
6.7780636E-01,5.0517E+00
6.7787324E-01,5.0623E+00
6.7794012E-01,5.0304E+00
6.7800700E-01,5.0091E+00
6.7807388E-01,5.0623E+00
6.7814076E-01,5.0410E+00
6.7820764E-01,4.9985E+00
6.7827452E-01,4.9772E+00
6.7834140E-01,5.0091E+00
6.7840828E-01,4.9985E+00
6.7847516E-01,5.0197E+00
6.7854204E-01,4.9665E+00
6.7860892E-01,4.9772E+00
6.7867580E-01,4.9985E+00
6.7874268E-01,4.9559E+00
6.7880956E-01,5.0091E+00
6.7887644E-01,4.9452E+00
6.7894332E-01,4.9772E+00
6.7901020E-01,4.8920E+00
6.7907708E-01,4.9133E+00
6.7914396E-01,4.9239E+00
6.7921084E-01,4.9133E+00
6.7927772E-01,4.9452E+00
6.7934460E-01,4.9772E+00
6.7941148E-01,4.8814E+00
6.7947836E-01,4.8707E+00
6.7954524E-01,4.9133E+00
6.7961212E-01,4.9027E+00
6.7967900E-01,4.9133E+00
6.7974588E-01,4.9027E+00
6.7981276E-01,4.8707E+00
6.7987964E-01,4.8814E+00
6.7994652E-01,4.8707E+00
6.8001340E-01,4.8494E+00
6.8008028E-01,4.8707E+00
6.8014716E-01,4.8601E+00
6.8021404E-01,4.8388E+00
6.8028092E-01,4.8814E+00
6.8034780E-01,4.8920E+00
6.8041468E-01,4.8814E+00
6.8048156E-01,4.8707E+00
6.8054844E-01,4.8388E+00
6.8061532E-01,4.9027E+00
6.8068220E-01,4.8920E+00
6.8074908E-01,4.8601E+00
6.8081596E-01,4.8175E+00
6.8088284E-01,4.8388E+00
6.8094972E-01,4.9133E+00
6.8101660E-01,4.9133E+00
6.8108348E-01,4.8601E+00
6.8115036E-01,4.8707E+00
6.8121724E-01,4.8814E+00
6.8128412E-01,4.8601E+00
6.8135100E-01,4.8601E+00
6.8141788E-01,4.9559E+00
6.8148476E-01,4.9878E+00
6.8155164E-01,4.9452E+00
6.8161852E-01,4.9665E+00
6.8168540E-01,4.9452E+00
6.8175228E-01,4.9878E+00
6.8181916E-01,4.9878E+00
6.8188604E-01,4.9985E+00
6.8195292E-01,5.0197E+00
6.8201980E-01,4.9772E+00
6.8208668E-01,5.0197E+00
6.8215356E-01,4.9985E+00
6.8222044E-01,4.9772E+00
6.8228732E-01,4.9985E+00
6.8235420E-01,4.9985E+00
6.8242108E-01,5.0197E+00
6.8248796E-01,5.0836E+00
6.8255484E-01,5.0304E+00
6.8262172E-01,5.0730E+00
6.8268860E-01,5.0410E+00
6.8275548E-01,5.1155E+00
6.8282236E-01,5.0836E+00
6.8288924E-01,5.0730E+00
6.8295612E-01,5.0730E+00
6.8302300E-01,5.1155E+00
6.8308988E-01,5.1049E+00
6.8315676E-01,5.1155E+00
6.8322364E-01,5.1475E+00
6.8329052E-01,5.1049E+00
6.8335740E-01,5.1475E+00
6.8342428E-01,5.1475E+00
6.8349116E-01,5.1475E+00
6.8355804E-01,5.1688E+00
6.8362492E-01,5.1475E+00
6.8369180E-01,5.1688E+00
6.8375868E-01,5.2113E+00
6.8382556E-01,5.1794E+00
6.8389244E-01,5.1794E+00
6.8395932E-01,5.2326E+00
6.8402620E-01,5.2539E+00
6.8409308E-01,5.2220E+00
6.8415996E-01,5.2113E+00
6.8422684E-01,5.2326E+00
6.8429372E-01,5.2539E+00
6.8436060E-01,5.2433E+00
6.8442748E-01,5.2326E+00
6.8449436E-01,5.2646E+00
6.8456124E-01,5.2859E+00
6.8462812E-01,5.2752E+00
6.8469500E-01,5.2859E+00
6.8476188E-01,5.2646E+00
6.8482876E-01,5.2859E+00
6.8489564E-01,5.3071E+00
6.8496252E-01,5.2965E+00
6.8502940E-01,5.3071E+00
6.8509628E-01,5.3071E+00
6.8516316E-01,5.3178E+00
6.8523004E-01,5.3071E+00
6.8529692E-01,5.3497E+00
6.8536380E-01,5.3178E+00
6.8543068E-01,5.3178E+00
6.8549756E-01,5.3071E+00
6.8556444E-01,5.3391E+00
6.8563132E-01,5.3391E+00
6.8569820E-01,5.3391E+00
6.8576508E-01,5.3604E+00
6.8583196E-01,5.3604E+00
6.8589884E-01,5.3497E+00
6.8596572E-01,5.3604E+00
6.8603260E-01,5.3497E+00
6.8609948E-01,5.3817E+00
6.8616636E-01,5.3817E+00
6.8623324E-01,5.3817E+00
6.8630012E-01,5.3817E+00
6.8636700E-01,5.3604E+00
6.8643388E-01,5.3817E+00
6.8650076E-01,5.3497E+00
6.8656764E-01,5.4136E+00
6.8663452E-01,5.3817E+00
6.8670140E-01,5.3497E+00
6.8676828E-01,5.3817E+00
6.8683516E-01,5.3817E+00
6.8690204E-01,5.3923E+00
6.8696892E-01,5.3923E+00
6.8703580E-01,5.3817E+00
6.8710268E-01,5.3497E+00
6.8716956E-01,5.3817E+00
6.8723644E-01,5.3817E+00
6.8730332E-01,5.3923E+00
6.8737020E-01,5.3817E+00
6.8743708E-01,5.3817E+00
6.8750396E-01,5.3817E+00
6.8757084E-01,5.3391E+00
6.8763772E-01,5.3497E+00
6.8770460E-01,5.3710E+00
6.8777148E-01,5.4029E+00
6.8783836E-01,5.3817E+00
6.8790524E-01,5.3710E+00
6.8797212E-01,5.3497E+00
6.8803900E-01,5.4029E+00
6.8810588E-01,5.3710E+00
6.8817276E-01,5.3604E+00
6.8823964E-01,5.3071E+00
6.8830652E-01,5.3284E+00
6.8837340E-01,5.3178E+00
6.8844028E-01,5.2220E+00
6.8850716E-01,5.2433E+00
6.8857404E-01,5.2752E+00
6.8864092E-01,5.1901E+00
6.8870780E-01,5.2326E+00
6.8877468E-01,5.2220E+00
6.8884156E-01,5.2752E+00
6.8890844E-01,5.3391E+00
6.8897532E-01,5.2965E+00
6.8904220E-01,5.2859E+00
6.8910908E-01,5.2539E+00
6.8917596E-01,5.2539E+00
6.8924284E-01,5.2646E+00
6.8930972E-01,5.2646E+00
6.8937660E-01,5.2326E+00
6.8944348E-01,5.2433E+00
6.8951036E-01,5.2220E+00
6.8957724E-01,5.2326E+00
6.8964412E-01,5.2326E+00
6.8971100E-01,5.2113E+00
6.8977788E-01,5.2220E+00
6.8984476E-01,5.2220E+00
6.8991164E-01,5.2220E+00
6.8997852E-01,5.1901E+00
6.9004540E-01,5.2539E+00
6.9011228E-01,5.2646E+00
6.9017916E-01,5.2007E+00
6.9024604E-01,5.1901E+00
6.9031292E-01,5.1794E+00
6.9037980E-01,5.1901E+00
6.9044668E-01,5.1901E+00
6.9051356E-01,5.1155E+00
6.9058044E-01,5.1581E+00
6.9064732E-01,5.1049E+00
6.9071420E-01,5.1794E+00
6.9078108E-01,5.0836E+00
6.9084796E-01,5.1475E+00
6.9091484E-01,5.0836E+00
6.9098172E-01,5.0836E+00
6.9104860E-01,5.0730E+00
6.9111548E-01,5.0304E+00
6.9118236E-01,5.0730E+00
6.9124924E-01,5.0943E+00
6.9131612E-01,5.0623E+00
6.9138300E-01,5.0623E+00
6.9144988E-01,5.0410E+00
6.9151676E-01,5.0197E+00
6.9158364E-01,5.0730E+00
6.9165052E-01,5.0304E+00
6.9171740E-01,5.0517E+00
6.9178428E-01,5.0304E+00
6.9185116E-01,5.0304E+00
6.9191804E-01,4.9985E+00
6.9198492E-01,5.0091E+00
6.9205180E-01,5.0091E+00
6.9211868E-01,5.0410E+00
6.9218556E-01,5.0197E+00
6.9225244E-01,4.9878E+00
6.9231932E-01,4.9985E+00
6.9238620E-01,4.9665E+00
6.9245308E-01,5.0091E+00
6.9251996E-01,4.9878E+00
6.9258684E-01,4.9665E+00
6.9265372E-01,4.9878E+00
6.9272060E-01,4.9985E+00
6.9278748E-01,4.9239E+00
6.9285436E-01,4.8920E+00
6.9292124E-01,4.9346E+00
6.9298812E-01,4.9346E+00
6.9305500E-01,4.9878E+00
6.9312188E-01,4.9133E+00
6.9318876E-01,4.9346E+00
6.9325564E-01,4.9027E+00
6.9332252E-01,4.9133E+00
6.9338940E-01,4.9133E+00
6.9345628E-01,4.9133E+00
6.9352316E-01,4.9133E+00
6.9359004E-01,4.9133E+00
6.9365692E-01,4.8920E+00
6.9372380E-01,4.9027E+00
6.9379068E-01,4.8920E+00
6.9385756E-01,4.8814E+00
6.9392444E-01,4.9133E+00
6.9399132E-01,4.9452E+00
6.9405820E-01,4.9452E+00
6.9412508E-01,4.9133E+00
6.9419196E-01,4.8814E+00
6.9425884E-01,4.8920E+00
6.9432572E-01,4.9027E+00
6.9439260E-01,4.9665E+00
6.9445948E-01,4.9133E+00
6.9452636E-01,4.8920E+00
6.9459324E-01,4.9133E+00
6.9466012E-01,4.9772E+00
6.9472700E-01,4.9878E+00
6.9479388E-01,4.9346E+00
6.9486076E-01,4.9452E+00
6.9492764E-01,4.9878E+00
6.9499452E-01,5.0197E+00
6.9506140E-01,4.9985E+00
6.9512828E-01,4.9985E+00
6.9519516E-01,5.0091E+00
6.9526204E-01,5.0304E+00
6.9532892E-01,5.0091E+00
6.9539580E-01,5.0197E+00
6.9546268E-01,5.0623E+00
6.9552956E-01,5.0410E+00
6.9559644E-01,5.0091E+00
6.9566332E-01,5.0730E+00
6.9573020E-01,5.0730E+00
6.9579708E-01,5.0730E+00
6.9586396E-01,5.0730E+00
6.9593084E-01,5.0730E+00
6.9599772E-01,5.0943E+00
6.9606460E-01,5.1155E+00
6.9613148E-01,5.1155E+00
6.9619836E-01,5.1049E+00
6.9626524E-01,5.1475E+00
6.9633212E-01,5.1155E+00
6.9639900E-01,5.1262E+00
6.9646588E-01,5.1688E+00
6.9653276E-01,5.1901E+00
6.9659964E-01,5.1368E+00
6.9666652E-01,5.2007E+00
6.9673340E-01,5.2220E+00
6.9680028E-01,5.2113E+00
6.9686716E-01,5.1901E+00
6.9693404E-01,5.1901E+00
6.9700092E-01,5.2113E+00
6.9706780E-01,5.2007E+00
6.9713468E-01,5.2433E+00
6.9720156E-01,5.2220E+00
6.9726844E-01,5.2326E+00
6.9733532E-01,5.2539E+00
6.9740220E-01,5.2220E+00
6.9746908E-01,5.2539E+00
6.9753596E-01,5.2433E+00
6.9760284E-01,5.2539E+00
6.9766972E-01,5.2752E+00
6.9773660E-01,5.2859E+00
6.9780348E-01,5.2965E+00
6.9787036E-01,5.3071E+00
6.9793724E-01,5.2859E+00
6.9800412E-01,5.3071E+00
6.9807100E-01,5.3178E+00
6.9813788E-01,5.3071E+00
6.9820476E-01,5.3604E+00
6.9827164E-01,5.3391E+00
6.9833852E-01,5.3284E+00
6.9840540E-01,5.3817E+00
6.9847228E-01,5.3604E+00
6.9853916E-01,5.3710E+00
6.9860604E-01,5.3497E+00
6.9867292E-01,5.3497E+00
6.9873980E-01,5.3710E+00
6.9880668E-01,5.3604E+00
6.9887356E-01,5.3497E+00
6.9894044E-01,5.3497E+00
6.9900732E-01,5.3923E+00
6.9907420E-01,5.3817E+00
6.9914108E-01,5.3817E+00
6.9920796E-01,5.3923E+00
6.9927484E-01,5.4029E+00
6.9934172E-01,5.3923E+00
6.9940860E-01,5.4242E+00
6.9947548E-01,5.3817E+00
6.9954236E-01,5.3817E+00
6.9960924E-01,5.3817E+00
6.9967612E-01,5.4242E+00
6.9974300E-01,5.4136E+00
6.9980988E-01,5.4029E+00
6.9987676E-01,5.3923E+00
6.9994364E-01,5.4349E+00
7.0001052E-01,5.4029E+00
7.0007740E-01,5.4136E+00
7.0014428E-01,5.4136E+00
7.0021116E-01,5.4136E+00
7.0027804E-01,5.4029E+00
7.0034492E-01,5.4029E+00
7.0041180E-01,5.4455E+00
7.0047868E-01,5.4136E+00
7.0054556E-01,5.3923E+00
7.0061244E-01,5.4242E+00
7.0067932E-01,5.4029E+00
7.0074620E-01,5.3923E+00
7.0081308E-01,5.4242E+00
7.0087996E-01,5.4349E+00
7.0094684E-01,5.3817E+00
7.0101372E-01,5.4455E+00
7.0108060E-01,5.4136E+00
7.0114748E-01,5.4349E+00
7.0121436E-01,5.3817E+00
7.0128124E-01,5.4029E+00
7.0134812E-01,5.4242E+00
7.0141500E-01,5.3817E+00
7.0148188E-01,5.3178E+00
7.0154876E-01,5.2965E+00
7.0161564E-01,5.3178E+00
7.0168252E-01,5.3284E+00
7.0174940E-01,5.2859E+00
7.0181628E-01,5.3284E+00
7.0188316E-01,5.2646E+00
7.0195004E-01,5.2859E+00
7.0201692E-01,5.2859E+00
7.0208380E-01,5.2965E+00
7.0215068E-01,5.2965E+00
7.0221756E-01,5.2965E+00
7.0228444E-01,5.2646E+00
7.0235132E-01,5.2859E+00
7.0241820E-01,5.2859E+00
7.0248508E-01,5.2752E+00
7.0255196E-01,5.2646E+00
7.0261884E-01,5.2433E+00
7.0268572E-01,5.2859E+00
7.0275260E-01,5.2646E+00
7.0281948E-01,5.2646E+00
7.0288636E-01,5.2646E+00
7.0295324E-01,5.2007E+00
7.0302012E-01,5.2433E+00
7.0308700E-01,5.2752E+00
7.0315388E-01,5.1901E+00
7.0322076E-01,5.2220E+00
7.0328764E-01,5.2007E+00
7.0335452E-01,5.2433E+00
7.0342140E-01,5.2326E+00
7.0348828E-01,5.2326E+00
7.0355516E-01,5.2326E+00
7.0362204E-01,5.1901E+00
7.0368892E-01,5.2326E+00
7.0375580E-01,5.2113E+00
7.0382268E-01,5.2326E+00
7.0388956E-01,5.1688E+00
7.0395644E-01,5.1581E+00
7.0402332E-01,5.1794E+00
7.0409020E-01,5.1475E+00
7.0415708E-01,5.1581E+00
7.0422396E-01,5.1368E+00
7.0429084E-01,5.1368E+00
7.0435772E-01,5.0943E+00
7.0442460E-01,5.1475E+00
7.0449148E-01,5.1262E+00
7.0455836E-01,5.0836E+00
7.0462524E-01,5.1262E+00
7.0469212E-01,5.1368E+00
7.0475900E-01,5.0836E+00
7.0482588E-01,5.1049E+00
7.0489276E-01,5.0836E+00
7.0495964E-01,5.1049E+00
7.0502652E-01,5.0410E+00
7.0509340E-01,5.0410E+00
7.0516028E-01,5.0517E+00
7.0522716E-01,5.0623E+00
7.0529404E-01,5.0517E+00
7.0536092E-01,5.0410E+00
7.0542780E-01,5.0836E+00
7.0549468E-01,5.0623E+00
7.0556156E-01,4.9985E+00
7.0562844E-01,5.0730E+00
7.0569532E-01,5.0091E+00
7.0576220E-01,5.0091E+00
7.0582908E-01,4.9985E+00
7.0589596E-01,5.0091E+00
7.0596284E-01,5.0304E+00
7.0602972E-01,4.9665E+00
7.0609660E-01,4.9772E+00
7.0616348E-01,4.9878E+00
7.0623036E-01,4.9985E+00
7.0629724E-01,4.9239E+00
7.0636412E-01,4.9985E+00
7.0643100E-01,4.9985E+00
7.0649788E-01,4.9985E+00
7.0656476E-01,4.9452E+00
7.0663164E-01,4.9878E+00
7.0669852E-01,4.9985E+00
7.0676540E-01,4.9665E+00
7.0683228E-01,4.9878E+00
7.0689916E-01,4.9878E+00
7.0696604E-01,5.0091E+00
7.0703292E-01,4.9878E+00
7.0709980E-01,5.0197E+00
7.0716668E-01,5.0304E+00
7.0723356E-01,5.0623E+00
7.0730044E-01,5.0091E+00
7.0736732E-01,4.9878E+00
7.0743420E-01,4.9772E+00
7.0750108E-01,4.9665E+00
7.0756796E-01,4.9559E+00
7.0763484E-01,4.9985E+00
7.0770172E-01,4.9985E+00
7.0776860E-01,5.0197E+00
7.0783548E-01,4.9772E+00
7.0790236E-01,5.0197E+00
7.0796924E-01,5.0623E+00
7.0803612E-01,5.0517E+00
7.0810300E-01,5.0623E+00
7.0816988E-01,5.0730E+00
7.0823676E-01,5.0623E+00
7.0830364E-01,5.0517E+00
7.0837052E-01,5.0410E+00
7.0843740E-01,5.0730E+00
7.0850428E-01,5.0623E+00
7.0857116E-01,5.0943E+00
7.0863804E-01,5.0623E+00
7.0870492E-01,5.0943E+00
7.0877180E-01,5.1155E+00
7.0883868E-01,5.1155E+00
7.0890556E-01,5.1155E+00
7.0897244E-01,5.1368E+00
7.0903932E-01,5.1475E+00
7.0910620E-01,5.1688E+00
7.0917308E-01,5.1581E+00
7.0923996E-01,5.2220E+00
7.0930684E-01,5.1901E+00
7.0937372E-01,5.2220E+00
7.0944060E-01,5.2113E+00
7.0950748E-01,5.1901E+00
7.0957436E-01,5.1901E+00
7.0964124E-01,5.2326E+00
7.0970812E-01,5.2220E+00
7.0977500E-01,5.2539E+00
7.0984188E-01,5.2539E+00
7.0990876E-01,5.2326E+00
7.0997564E-01,5.2859E+00
7.1004252E-01,5.2433E+00
7.1010940E-01,5.2539E+00
7.1017628E-01,5.2752E+00
7.1024316E-01,5.2646E+00
7.1031004E-01,5.2859E+00
7.1037692E-01,5.3071E+00
7.1044380E-01,5.3284E+00
7.1051068E-01,5.3071E+00
7.1057756E-01,5.3178E+00
7.1064444E-01,5.3178E+00
7.1071132E-01,5.3497E+00
7.1077820E-01,5.3178E+00
7.1084508E-01,5.3497E+00
7.1091196E-01,5.3178E+00
7.1097884E-01,5.3497E+00
7.1104572E-01,5.3604E+00
7.1111260E-01,5.3497E+00
7.1117948E-01,5.3604E+00
7.1124636E-01,5.3817E+00
7.1131324E-01,5.4029E+00
7.1138012E-01,5.3817E+00
7.1144700E-01,5.4136E+00
7.1151388E-01,5.3817E+00
7.1158076E-01,5.4029E+00
7.1164764E-01,5.3923E+00
7.1171452E-01,5.4136E+00
7.1178140E-01,5.4242E+00
7.1184828E-01,5.4029E+00
7.1191516E-01,5.4455E+00
7.1198204E-01,5.4242E+00
7.1204892E-01,5.4136E+00
7.1211580E-01,5.4349E+00
7.1218268E-01,5.4455E+00
7.1224956E-01,5.4349E+00
7.1231644E-01,5.4455E+00
7.1238332E-01,5.4349E+00
7.1245020E-01,5.4242E+00
7.1251708E-01,5.4349E+00
7.1258396E-01,5.4242E+00
7.1265084E-01,5.4668E+00
7.1271772E-01,5.4136E+00
7.1278460E-01,5.4136E+00
7.1285148E-01,5.4029E+00
7.1291836E-01,5.4242E+00
7.1298524E-01,5.3923E+00
7.1305212E-01,5.4242E+00
7.1311900E-01,5.4242E+00
7.1318588E-01,5.4349E+00
7.1325276E-01,5.4455E+00
7.1331964E-01,5.4029E+00
7.1338652E-01,5.4136E+00
7.1345340E-01,5.3710E+00
7.1352028E-01,5.3497E+00
7.1358716E-01,5.3817E+00
7.1365404E-01,5.3284E+00
7.1372092E-01,5.3391E+00
7.1378780E-01,5.3284E+00
7.1385468E-01,5.3497E+00
7.1392156E-01,5.3178E+00
7.1398844E-01,5.3817E+00
7.1405532E-01,5.3284E+00
7.1412220E-01,5.3710E+00
7.1418908E-01,5.3071E+00
7.1425596E-01,5.3497E+00
7.1432284E-01,5.3284E+00
7.1438972E-01,5.3178E+00
7.1445660E-01,5.3178E+00
7.1452348E-01,5.3284E+00
7.1459036E-01,5.3284E+00
7.1465724E-01,5.3710E+00
7.1472412E-01,5.3710E+00
7.1479100E-01,5.3178E+00
7.1485788E-01,5.3391E+00
7.1492476E-01,5.3817E+00
7.1499164E-01,5.3391E+00
7.1505852E-01,5.3071E+00
7.1512540E-01,5.3178E+00
7.1519228E-01,5.3178E+00
7.1525916E-01,5.3604E+00
7.1532604E-01,5.3497E+00
7.1539292E-01,5.3710E+00
7.1545980E-01,5.2859E+00
7.1552668E-01,5.3071E+00
7.1559356E-01,5.3391E+00
7.1566044E-01,5.3497E+00
7.1572732E-01,5.2859E+00
7.1579420E-01,5.3391E+00
7.1586108E-01,5.3071E+00
7.1592796E-01,5.3391E+00
7.1599484E-01,5.2752E+00
7.1606172E-01,5.3284E+00
7.1612860E-01,5.2859E+00
7.1619548E-01,5.3817E+00
7.1626236E-01,5.2326E+00
7.1632924E-01,5.2326E+00
7.1639612E-01,5.1901E+00
7.1646300E-01,5.2646E+00
7.1652988E-01,5.2539E+00
7.1659676E-01,5.2646E+00
7.1666364E-01,5.1901E+00
7.1673052E-01,5.1581E+00
7.1679740E-01,5.1688E+00
7.1686428E-01,5.1475E+00
7.1693116E-01,5.2113E+00
7.1699804E-01,5.2220E+00
7.1706492E-01,5.1901E+00
7.1713180E-01,5.1901E+00
7.1719868E-01,5.2113E+00
7.1726556E-01,5.1901E+00
7.1733244E-01,5.1794E+00
7.1739932E-01,5.1475E+00
7.1746620E-01,5.1368E+00
7.1753308E-01,5.0836E+00
7.1759996E-01,5.1155E+00
7.1766684E-01,5.1155E+00
7.1773372E-01,5.1049E+00
7.1780060E-01,5.1155E+00
7.1786748E-01,5.1155E+00
7.1793436E-01,5.1475E+00
7.1800124E-01,5.1262E+00
7.1806812E-01,5.1475E+00
7.1813500E-01,5.1049E+00
7.1820188E-01,5.0730E+00
7.1826876E-01,5.0623E+00
7.1833564E-01,5.0730E+00
7.1840252E-01,5.0517E+00
7.1846940E-01,5.0517E+00
7.1853628E-01,5.0304E+00
7.1860316E-01,5.0517E+00
7.1867004E-01,5.0304E+00
7.1873692E-01,5.0197E+00
7.1880380E-01,5.0091E+00
7.1887068E-01,5.0410E+00
7.1893756E-01,5.0623E+00
7.1900444E-01,4.9985E+00
7.1907132E-01,5.0517E+00
7.1913820E-01,4.9878E+00
7.1920508E-01,4.9985E+00
7.1927196E-01,5.0197E+00
7.1933884E-01,4.9878E+00
7.1940572E-01,4.9452E+00
7.1947260E-01,4.9452E+00
7.1953948E-01,4.9665E+00
7.1960636E-01,4.9772E+00
7.1967324E-01,4.9878E+00
7.1974012E-01,4.9772E+00
7.1980700E-01,5.0410E+00
7.1987388E-01,5.0410E+00
7.1994076E-01,5.0091E+00
7.2000764E-01,4.9985E+00
7.2007452E-01,5.0304E+00
7.2014140E-01,5.0943E+00
7.2020828E-01,5.0197E+00
7.2027516E-01,5.0730E+00
7.2034204E-01,5.0410E+00
7.2040892E-01,5.0623E+00
7.2047580E-01,5.0304E+00
7.2054268E-01,5.0623E+00
7.2060956E-01,5.0836E+00
7.2067644E-01,5.0730E+00
7.2074332E-01,5.1155E+00
7.2081020E-01,5.0943E+00
7.2087708E-01,5.0836E+00
7.2094396E-01,5.1155E+00
7.2101084E-01,5.0517E+00
7.2107772E-01,5.0943E+00
7.2114460E-01,5.0730E+00
7.2121148E-01,5.0730E+00
7.2127836E-01,5.0623E+00
7.2134524E-01,5.0943E+00
7.2141212E-01,5.1262E+00
7.2147900E-01,5.0836E+00
7.2154588E-01,5.1049E+00
7.2161276E-01,5.1155E+00
7.2167964E-01,5.0943E+00
7.2174652E-01,5.1155E+00
7.2181340E-01,5.1475E+00
7.2188028E-01,5.1688E+00
7.2194716E-01,5.1581E+00
7.2201404E-01,5.1794E+00
7.2208092E-01,5.2007E+00
7.2214780E-01,5.1794E+00
7.2221468E-01,5.1794E+00
7.2228156E-01,5.2007E+00
7.2234844E-01,5.2220E+00
7.2241532E-01,5.2007E+00
7.2248220E-01,5.2326E+00
7.2254908E-01,5.2326E+00
7.2261596E-01,5.2326E+00
7.2268284E-01,5.2539E+00
7.2274972E-01,5.2539E+00
7.2281660E-01,5.2752E+00
7.2288348E-01,5.3071E+00
7.2295036E-01,5.2539E+00
7.2301724E-01,5.2965E+00
7.2308412E-01,5.3071E+00
7.2315100E-01,5.3071E+00
7.2321788E-01,5.2859E+00
7.2328476E-01,5.3178E+00
7.2335164E-01,5.3071E+00
7.2341852E-01,5.3391E+00
7.2348540E-01,5.3284E+00
7.2355228E-01,5.3071E+00
7.2361916E-01,5.3497E+00
7.2368604E-01,5.3178E+00
7.2375292E-01,5.3497E+00
7.2381980E-01,5.3817E+00
7.2388668E-01,5.3497E+00
7.2395356E-01,5.4136E+00
7.2402044E-01,5.3817E+00
7.2408732E-01,5.3497E+00
7.2415420E-01,5.3923E+00
7.2422108E-01,5.3817E+00
7.2428796E-01,5.4242E+00
7.2435484E-01,5.4029E+00
7.2442172E-01,5.4029E+00
7.2448860E-01,5.3817E+00
7.2455548E-01,5.4136E+00
7.2462236E-01,5.4242E+00
7.2468924E-01,5.3923E+00
7.2475612E-01,5.4242E+00
7.2482300E-01,5.4136E+00
7.2488988E-01,5.4242E+00
7.2495676E-01,5.4562E+00
7.2502364E-01,5.4775E+00
7.2509052E-01,5.4455E+00
7.2515740E-01,5.4242E+00
7.2522428E-01,5.4455E+00
7.2529116E-01,5.4455E+00
7.2535804E-01,5.4881E+00
7.2542492E-01,5.4668E+00
7.2549180E-01,5.5094E+00
7.2555868E-01,5.4562E+00
7.2562556E-01,5.5200E+00
7.2569244E-01,5.4987E+00
7.2575932E-01,5.4775E+00
7.2582620E-01,5.4668E+00
7.2589308E-01,5.4987E+00
7.2595996E-01,5.4775E+00
7.2602684E-01,5.4775E+00
7.2609372E-01,5.4987E+00
7.2616060E-01,5.4775E+00
7.2622748E-01,5.4881E+00
7.2629436E-01,5.4668E+00
7.2636124E-01,5.4881E+00
7.2642812E-01,5.4987E+00
7.2649500E-01,5.4668E+00
7.2656188E-01,5.4881E+00
7.2662876E-01,5.4987E+00
7.2669564E-01,5.4775E+00
7.2676252E-01,5.4562E+00
7.2682940E-01,5.4668E+00
7.2689628E-01,5.4987E+00
7.2696316E-01,5.4668E+00
7.2703004E-01,5.4881E+00
7.2709692E-01,5.4668E+00
7.2716380E-01,5.3391E+00
7.2723068E-01,5.3391E+00
7.2729756E-01,5.3284E+00
7.2736444E-01,5.3923E+00
7.2743132E-01,5.3497E+00
7.2749820E-01,5.3391E+00
7.2756508E-01,5.3071E+00
7.2763196E-01,5.3604E+00
7.2769884E-01,5.2433E+00
