in s,C1 in V
3.5751817E+00,5.2646E+00
3.5752486E+00,5.3071E+00
3.5753155E+00,5.2965E+00
3.5753824E+00,5.3497E+00
3.5754492E+00,5.3391E+00
3.5755161E+00,5.2859E+00
3.5755830E+00,5.2859E+00
3.5756499E+00,5.3071E+00
3.5757168E+00,5.2859E+00
3.5757836E+00,5.2965E+00
3.5758505E+00,5.2859E+00
3.5759174E+00,5.2859E+00
3.5759843E+00,5.3071E+00
3.5760512E+00,5.2539E+00
3.5761180E+00,5.2326E+00
3.5761849E+00,5.2965E+00
3.5762518E+00,5.3071E+00
3.5763187E+00,5.2859E+00
3.5763856E+00,5.2220E+00
3.5764524E+00,5.2752E+00
3.5765193E+00,5.2326E+00
3.5765862E+00,5.2113E+00
3.5766531E+00,5.1794E+00
3.5767200E+00,5.2113E+00
3.5767868E+00,5.1155E+00
3.5768537E+00,5.1901E+00
3.5769206E+00,5.1688E+00
3.5769875E+00,5.1688E+00
3.5770544E+00,5.1475E+00
3.5771212E+00,5.1688E+00
3.5771881E+00,5.1262E+00
3.5772550E+00,5.1262E+00
3.5773219E+00,5.1049E+00
3.5773888E+00,5.1262E+00
3.5774556E+00,5.1155E+00
3.5775225E+00,5.1049E+00
3.5775894E+00,5.1581E+00
3.5776563E+00,5.0623E+00
3.5777232E+00,5.1155E+00
3.5777900E+00,5.0836E+00
3.5778569E+00,5.0836E+00
3.5779238E+00,5.1155E+00
3.5779907E+00,5.0943E+00
3.5780576E+00,5.0730E+00
3.5781244E+00,5.0836E+00
3.5781913E+00,5.0304E+00
3.5782582E+00,5.0623E+00
3.5783251E+00,5.0517E+00
3.5783920E+00,5.0623E+00
3.5784588E+00,5.0836E+00
3.5785257E+00,5.0517E+00
3.5785926E+00,4.9985E+00
3.5786595E+00,5.0197E+00
3.5787264E+00,4.9985E+00
3.5787932E+00,4.9985E+00
3.5788601E+00,5.0197E+00
3.5789270E+00,5.0197E+00
3.5789939E+00,4.9346E+00
3.5790608E+00,4.9985E+00
3.5791276E+00,4.9665E+00
3.5791945E+00,4.9985E+00
3.5792614E+00,4.9878E+00
3.5793283E+00,4.9346E+00
3.5793952E+00,4.9452E+00
3.5794620E+00,4.9665E+00
3.5795289E+00,4.9346E+00
3.5795958E+00,4.9772E+00
3.5796627E+00,4.9133E+00
3.5797296E+00,4.9559E+00
3.5797964E+00,4.9027E+00
3.5798633E+00,4.9878E+00
3.5799302E+00,4.9239E+00
3.5799971E+00,4.9452E+00
3.5800640E+00,4.8814E+00
3.5801308E+00,4.9559E+00
3.5801977E+00,4.9559E+00
3.5802646E+00,4.9239E+00
3.5803315E+00,4.9133E+00
3.5803984E+00,4.9346E+00
3.5804652E+00,4.9452E+00
3.5805321E+00,4.9878E+00
3.5805990E+00,5.0091E+00
3.5806659E+00,4.9559E+00
3.5807328E+00,5.0304E+00
3.5807996E+00,4.9878E+00
3.5808665E+00,4.9878E+00
3.5809334E+00,5.0197E+00
3.5810003E+00,4.9559E+00
3.5810672E+00,4.9985E+00
3.5811340E+00,5.0197E+00
3.5812009E+00,5.0304E+00
3.5812678E+00,5.0517E+00
3.5813347E+00,5.0730E+00
3.5814016E+00,5.0517E+00
3.5814684E+00,5.1049E+00
3.5815353E+00,5.0623E+00
3.5816022E+00,5.0943E+00
3.5816691E+00,5.0730E+00
3.5817360E+00,5.1475E+00
3.5818028E+00,5.1049E+00
3.5818697E+00,5.1155E+00
3.5819366E+00,5.1262E+00
3.5820035E+00,5.1475E+00
3.5820704E+00,5.1475E+00
3.5821372E+00,5.1581E+00
3.5822041E+00,5.1581E+00
3.5822710E+00,5.2007E+00
3.5823379E+00,5.1794E+00
3.5824048E+00,5.2007E+00
3.5824716E+00,5.2113E+00
3.5825385E+00,5.2113E+00
3.5826054E+00,5.2220E+00
3.5826723E+00,5.2326E+00
3.5827392E+00,5.2326E+00
3.5828060E+00,5.2646E+00
3.5828729E+00,5.2539E+00
3.5829398E+00,5.2646E+00
3.5830067E+00,5.2646E+00
3.5830736E+00,5.2965E+00
3.5831404E+00,5.3071E+00
3.5832073E+00,5.2752E+00
3.5832742E+00,5.2752E+00
3.5833411E+00,5.3071E+00
3.5834080E+00,5.3071E+00
3.5834748E+00,5.3071E+00
3.5835417E+00,5.2859E+00
3.5836086E+00,5.3284E+00
3.5836755E+00,5.3391E+00
3.5837424E+00,5.3497E+00
3.5838092E+00,5.3178E+00
3.5838761E+00,5.3817E+00
3.5839430E+00,5.3391E+00
3.5840099E+00,5.3604E+00
3.5840768E+00,5.3817E+00
3.5841436E+00,5.3497E+00
3.5842105E+00,5.3817E+00
3.5842774E+00,5.3817E+00
3.5843443E+00,5.4029E+00
3.5844112E+00,5.3817E+00
3.5844780E+00,5.4136E+00
3.5845449E+00,5.3923E+00
3.5846118E+00,5.3923E+00
3.5846787E+00,5.4242E+00
3.5847456E+00,5.4349E+00
3.5848124E+00,5.4029E+00
3.5848793E+00,5.4136E+00
3.5849462E+00,5.4029E+00
3.5850131E+00,5.4242E+00
3.5850800E+00,5.4242E+00
3.5851468E+00,5.4349E+00
3.5852137E+00,5.4562E+00
3.5852806E+00,5.4562E+00
3.5853475E+00,5.4562E+00
3.5854144E+00,5.4242E+00
3.5854812E+00,5.4455E+00
3.5855481E+00,5.4242E+00
3.5856150E+00,5.4668E+00
3.5856819E+00,5.4562E+00
3.5857488E+00,5.4349E+00
3.5858156E+00,5.4349E+00
3.5858825E+00,5.4668E+00
3.5859494E+00,5.4349E+00
3.5860163E+00,5.4455E+00
3.5860832E+00,5.4562E+00
3.5861500E+00,5.4668E+00
3.5862169E+00,5.4987E+00
3.5862838E+00,5.4775E+00
3.5863507E+00,5.5200E+00
3.5864176E+00,5.4775E+00
3.5864844E+00,5.4987E+00
3.5865513E+00,5.4562E+00
3.5866182E+00,5.4455E+00
3.5866851E+00,5.4987E+00
3.5867520E+00,5.4455E+00
3.5868188E+00,5.5094E+00
3.5868857E+00,5.4881E+00
3.5869526E+00,5.4455E+00
3.5870195E+00,5.4775E+00
3.5870864E+00,5.4775E+00
3.5871532E+00,5.4775E+00
3.5872201E+00,5.4881E+00
3.5872870E+00,5.4562E+00
3.5873539E+00,5.4455E+00
3.5874208E+00,5.3604E+00
3.5874876E+00,5.3391E+00
3.5875545E+00,5.3604E+00
3.5876214E+00,5.3817E+00
3.5876883E+00,5.3817E+00
3.5877552E+00,5.2646E+00
3.5878220E+00,5.2965E+00
3.5878889E+00,5.3178E+00
3.5879558E+00,5.3817E+00
3.5880227E+00,5.3497E+00
3.5880896E+00,5.3817E+00
3.5881564E+00,5.3071E+00
3.5882233E+00,5.3391E+00
3.5882902E+00,5.3391E+00
3.5883571E+00,5.3071E+00
3.5884240E+00,5.3497E+00
3.5884908E+00,5.3391E+00
3.5885577E+00,5.3284E+00
3.5886246E+00,5.2965E+00
3.5886915E+00,5.3071E+00
3.5887584E+00,5.2859E+00
3.5888252E+00,5.2965E+00
3.5888921E+00,5.3178E+00
3.5889590E+00,5.2646E+00
3.5890259E+00,5.3284E+00
3.5890928E+00,5.3178E+00
3.5891596E+00,5.3391E+00
3.5892265E+00,5.2965E+00
3.5892934E+00,5.2646E+00
3.5893603E+00,5.2752E+00
3.5894272E+00,5.3178E+00
3.5894940E+00,5.2859E+00
3.5895609E+00,5.3071E+00
3.5896278E+00,5.2646E+00
3.5896947E+00,5.2965E+00
3.5897616E+00,5.2326E+00
3.5898284E+00,5.2326E+00
3.5898953E+00,5.2007E+00
3.5899622E+00,5.2326E+00
3.5900291E+00,5.2646E+00
3.5900960E+00,5.1901E+00
3.5901628E+00,5.1475E+00
3.5902297E+00,5.1688E+00
3.5902966E+00,5.1475E+00
3.5903635E+00,5.1262E+00
3.5904304E+00,5.1155E+00
3.5904972E+00,5.1581E+00
3.5905641E+00,5.1475E+00
3.5906310E+00,5.1581E+00
3.5906979E+00,5.1155E+00
3.5907648E+00,5.1475E+00
3.5908316E+00,5.1262E+00
3.5908985E+00,5.0836E+00
3.5909654E+00,5.1475E+00
3.5910323E+00,5.1049E+00
3.5910992E+00,5.0836E+00
3.5911660E+00,5.1262E+00
3.5912329E+00,5.1262E+00
3.5912998E+00,5.0943E+00
3.5913667E+00,5.1049E+00
3.5914336E+00,5.1368E+00
3.5915004E+00,5.0943E+00
3.5915673E+00,5.0836E+00
3.5916342E+00,5.0836E+00
3.5917011E+00,5.0730E+00
3.5917680E+00,5.0730E+00
3.5918348E+00,5.0943E+00
3.5919017E+00,5.0197E+00
3.5919686E+00,5.0836E+00
3.5920355E+00,5.0304E+00
3.5921024E+00,5.0091E+00
3.5921692E+00,5.0623E+00
3.5922361E+00,5.0410E+00
3.5923030E+00,5.0623E+00
3.5923699E+00,5.0730E+00
3.5924368E+00,5.0517E+00
3.5925036E+00,4.9985E+00
3.5925705E+00,4.9878E+00
3.5926374E+00,5.0197E+00
3.5927043E+00,5.0517E+00
3.5927712E+00,5.0197E+00
3.5928380E+00,5.0410E+00
3.5929049E+00,4.9985E+00
3.5929718E+00,5.0623E+00
3.5930387E+00,5.0623E+00
3.5931056E+00,5.0410E+00
3.5931724E+00,5.0410E+00
3.5932393E+00,5.0836E+00
3.5933062E+00,5.1155E+00
3.5933731E+00,5.0410E+00
3.5934400E+00,5.0943E+00
3.5935068E+00,5.0517E+00
3.5935737E+00,5.0410E+00
3.5936406E+00,5.0623E+00
3.5937075E+00,5.0517E+00
3.5937744E+00,5.0410E+00
3.5938412E+00,5.0623E+00
3.5939081E+00,5.0943E+00
3.5939750E+00,5.1049E+00
3.5940419E+00,5.1155E+00
3.5941088E+00,5.0517E+00
3.5941756E+00,5.0943E+00
3.5942425E+00,5.1262E+00
3.5943094E+00,5.0836E+00
3.5943763E+00,5.0836E+00
3.5944432E+00,5.1049E+00
3.5945100E+00,5.1049E+00
3.5945769E+00,5.1262E+00
3.5946438E+00,5.1475E+00
3.5947107E+00,5.1368E+00
3.5947776E+00,5.1475E+00
3.5948444E+00,5.1475E+00
3.5949113E+00,5.1581E+00
3.5949782E+00,5.2113E+00
3.5950451E+00,5.2007E+00
3.5951120E+00,5.2113E+00
3.5951788E+00,5.2326E+00
3.5952457E+00,5.2007E+00
3.5953126E+00,5.2220E+00
3.5953795E+00,5.2646E+00
3.5954464E+00,5.2646E+00
3.5955132E+00,5.2646E+00
3.5955801E+00,5.2539E+00
3.5956470E+00,5.2539E+00
3.5957139E+00,5.2646E+00
3.5957808E+00,5.2539E+00
3.5958476E+00,5.2965E+00
3.5959145E+00,5.3071E+00
3.5959814E+00,5.3284E+00
3.5960483E+00,5.3071E+00
3.5961152E+00,5.2965E+00
3.5961820E+00,5.3178E+00
3.5962489E+00,5.3178E+00
3.5963158E+00,5.3604E+00
3.5963827E+00,5.3391E+00
3.5964496E+00,5.3497E+00
3.5965164E+00,5.3604E+00
3.5965833E+00,5.3923E+00
3.5966502E+00,5.3604E+00
3.5967171E+00,5.4029E+00
3.5967840E+00,5.3923E+00
3.5968508E+00,5.4029E+00
3.5969177E+00,5.4242E+00
3.5969846E+00,5.3923E+00
3.5970515E+00,5.4242E+00
3.5971184E+00,5.4136E+00
3.5971852E+00,5.4349E+00
3.5972521E+00,5.4349E+00
3.5973190E+00,5.4349E+00
3.5973859E+00,5.4242E+00
3.5974528E+00,5.4349E+00
3.5975196E+00,5.4455E+00
3.5975865E+00,5.4029E+00
3.5976534E+00,5.4562E+00
3.5977203E+00,5.4562E+00
3.5977872E+00,5.4562E+00
3.5978540E+00,5.4562E+00
3.5979209E+00,5.4668E+00
3.5979878E+00,5.4455E+00
3.5980547E+00,5.4562E+00
3.5981216E+00,5.4562E+00
3.5981884E+00,5.4668E+00
3.5982553E+00,5.4987E+00
3.5983222E+00,5.4881E+00
3.5983891E+00,5.4987E+00
3.5984560E+00,5.4987E+00
3.5985228E+00,5.4668E+00
3.5985897E+00,5.4562E+00
3.5986566E+00,5.4562E+00
3.5987235E+00,5.4668E+00
3.5987904E+00,5.4775E+00
3.5988572E+00,5.4668E+00
3.5989241E+00,5.4987E+00
3.5989910E+00,5.4668E+00
3.5990579E+00,5.4668E+00
3.5991248E+00,5.4775E+00
3.5991916E+00,5.4668E+00
3.5992585E+00,5.4562E+00
3.5993254E+00,5.4349E+00
3.5993923E+00,5.4987E+00
3.5994592E+00,5.4242E+00
3.5995260E+00,5.3178E+00
3.5995929E+00,5.3604E+00
3.5996598E+00,5.3817E+00
3.5997267E+00,5.4242E+00
3.5997936E+00,5.4349E+00
3.5998604E+00,5.4242E+00
3.5999273E+00,5.3817E+00
3.5999942E+00,5.3284E+00
3.6000611E+00,5.2965E+00
3.6001280E+00,5.3284E+00
3.6001948E+00,5.3178E+00
3.6002617E+00,5.3817E+00
3.6003286E+00,5.3178E+00
3.6003955E+00,5.3071E+00
3.6004624E+00,5.3071E+00
3.6005292E+00,5.3710E+00
3.6005961E+00,5.3604E+00
3.6006630E+00,5.3178E+00
3.6007299E+00,5.3817E+00
3.6007968E+00,5.3604E+00
3.6008636E+00,5.3923E+00
3.6009305E+00,5.3284E+00
3.6009974E+00,5.3178E+00
3.6010643E+00,5.3817E+00
3.6011312E+00,5.3710E+00
3.6011980E+00,5.3604E+00
3.6012649E+00,5.3710E+00
3.6013318E+00,5.4987E+00
3.6013987E+00,5.3391E+00
3.6014656E+00,5.3071E+00
3.6015324E+00,5.3391E+00
3.6015993E+00,5.3178E+00
3.6016662E+00,5.3178E+00
3.6017331E+00,5.2646E+00
3.6018000E+00,5.3071E+00
3.6018668E+00,5.3071E+00
3.6019337E+00,5.2752E+00
3.6020006E+00,5.2752E+00
3.6020675E+00,5.2752E+00
3.6021344E+00,5.2433E+00
3.6022012E+00,5.2326E+00
3.6022681E+00,5.2539E+00
3.6023350E+00,5.2220E+00
3.6024019E+00,5.2113E+00
3.6024688E+00,5.2326E+00
3.6025356E+00,5.2326E+00
3.6026025E+00,5.2646E+00
3.6026694E+00,5.2007E+00
3.6027363E+00,5.2646E+00
3.6028032E+00,5.2326E+00
3.6028700E+00,5.2007E+00
3.6029369E+00,5.2752E+00
3.6030038E+00,5.2220E+00
3.6030707E+00,5.2220E+00
3.6031376E+00,5.2433E+00
3.6032044E+00,5.1901E+00
3.6032713E+00,5.2220E+00
3.6033382E+00,5.1688E+00
3.6034051E+00,5.1901E+00
3.6034720E+00,5.1475E+00
3.6035388E+00,5.1475E+00
3.6036057E+00,5.1475E+00
3.6036726E+00,5.1688E+00
3.6037395E+00,5.1155E+00
3.6038064E+00,5.1155E+00
3.6038732E+00,5.1155E+00
3.6039401E+00,5.1155E+00
3.6040070E+00,5.1155E+00
3.6040739E+00,5.1155E+00
3.6041408E+00,5.0836E+00
3.6042076E+00,5.0943E+00
3.6042745E+00,5.0517E+00
3.6043414E+00,5.0623E+00
3.6044083E+00,5.0410E+00
3.6044752E+00,5.0943E+00
3.6045420E+00,5.0623E+00
3.6046089E+00,5.0623E+00
3.6046758E+00,5.0836E+00
3.6047427E+00,5.0730E+00
3.6048096E+00,5.0623E+00
3.6048764E+00,5.0730E+00
3.6049433E+00,5.0410E+00
3.6050102E+00,5.0623E+00
3.6050771E+00,5.0410E+00
3.6051440E+00,5.0517E+00
3.6052108E+00,5.0517E+00
3.6052777E+00,5.0197E+00
3.6053446E+00,5.0623E+00
3.6054115E+00,5.0410E+00
3.6054784E+00,5.0623E+00
3.6055452E+00,5.0836E+00
3.6056121E+00,5.0517E+00
3.6056790E+00,5.0730E+00
3.6057459E+00,5.1155E+00
3.6058128E+00,5.1049E+00
3.6058796E+00,5.0943E+00
3.6059465E+00,5.0623E+00
3.6060134E+00,5.1049E+00
3.6060803E+00,5.0943E+00
3.6061472E+00,5.0730E+00
3.6062140E+00,5.1155E+00
3.6062809E+00,5.1155E+00
3.6063478E+00,5.1155E+00
3.6064147E+00,5.0730E+00
3.6064816E+00,5.0623E+00
3.6065484E+00,5.0836E+00
3.6066153E+00,5.0836E+00
3.6066822E+00,5.0943E+00
3.6067491E+00,5.0836E+00
3.6068160E+00,5.1049E+00
3.6068828E+00,5.0730E+00
3.6069497E+00,5.1262E+00
3.6070166E+00,5.0836E+00
3.6070835E+00,5.1155E+00
3.6071504E+00,5.0836E+00
3.6072172E+00,5.1368E+00
3.6072841E+00,5.0943E+00
3.6073510E+00,5.1155E+00
3.6074179E+00,5.1368E+00
3.6074848E+00,5.1581E+00
3.6075516E+00,5.1475E+00
3.6076185E+00,5.1688E+00
3.6076854E+00,5.1688E+00
3.6077523E+00,5.1475E+00
3.6078192E+00,5.2113E+00
3.6078860E+00,5.2113E+00
3.6079529E+00,5.2220E+00
3.6080198E+00,5.2326E+00
3.6080867E+00,5.2326E+00
3.6081536E+00,5.2433E+00
3.6082204E+00,5.2326E+00
3.6082873E+00,5.2539E+00
3.6083542E+00,5.2326E+00
3.6084211E+00,5.2646E+00
3.6084880E+00,5.2646E+00
3.6085548E+00,5.2859E+00
3.6086217E+00,5.2646E+00
3.6086886E+00,5.3391E+00
3.6087555E+00,5.3284E+00
3.6088224E+00,5.3071E+00
3.6088892E+00,5.3497E+00
3.6089561E+00,5.3391E+00
3.6090230E+00,5.3497E+00
3.6090899E+00,5.3497E+00
3.6091568E+00,5.3284E+00
3.6092236E+00,5.3497E+00
3.6092905E+00,5.3497E+00
3.6093574E+00,5.3497E+00
3.6094243E+00,5.3817E+00
3.6094912E+00,5.3710E+00
3.6095580E+00,5.3817E+00
3.6096249E+00,5.3923E+00
3.6096918E+00,5.3923E+00
3.6097587E+00,5.3710E+00
3.6098256E+00,5.4029E+00
3.6098924E+00,5.4455E+00
3.6099593E+00,5.4029E+00
3.6100262E+00,5.4136E+00
3.6100931E+00,5.4349E+00
3.6101600E+00,5.4562E+00
3.6102268E+00,5.4455E+00
3.6102937E+00,5.4562E+00
3.6103606E+00,5.4455E+00
3.6104275E+00,5.4562E+00
3.6104944E+00,5.4349E+00
3.6105612E+00,5.4668E+00
3.6106281E+00,5.4562E+00
3.6106950E+00,5.4881E+00
3.6107619E+00,5.4881E+00
3.6108288E+00,5.4881E+00
3.6108956E+00,5.4775E+00
3.6109625E+00,5.4775E+00
3.6110294E+00,5.4775E+00
3.6110963E+00,5.4881E+00
3.6111632E+00,5.4668E+00
3.6112300E+00,5.4987E+00
3.6112969E+00,5.4987E+00
3.6113638E+00,5.4668E+00
3.6114307E+00,5.5094E+00
3.6114976E+00,5.5094E+00
3.6115644E+00,5.4562E+00
3.6116313E+00,5.5094E+00
3.6116982E+00,5.4775E+00
3.6117651E+00,5.5307E+00
3.6118320E+00,5.5307E+00
3.6118988E+00,5.5413E+00
3.6119657E+00,5.5200E+00
3.6120326E+00,5.5200E+00
3.6120995E+00,5.4775E+00
3.6121664E+00,5.5307E+00
3.6122332E+00,5.5413E+00
3.6123001E+00,5.5413E+00
3.6123670E+00,5.4987E+00
3.6124339E+00,5.4775E+00
3.6125008E+00,5.4987E+00
3.6125676E+00,5.3391E+00
3.6126345E+00,5.3923E+00
3.6127014E+00,5.4775E+00
3.6127683E+00,5.4881E+00
3.6128352E+00,5.4775E+00
3.6129020E+00,5.4775E+00
3.6129689E+00,5.5094E+00
3.6130358E+00,5.4349E+00
3.6131027E+00,5.3817E+00
3.6131696E+00,5.4349E+00
3.6132364E+00,5.4242E+00
3.6133033E+00,5.4242E+00
3.6133702E+00,5.3604E+00
3.6134371E+00,5.3497E+00
3.6135040E+00,5.3178E+00
3.6135708E+00,5.3178E+00
3.6136377E+00,5.3817E+00
3.6137046E+00,5.3284E+00
3.6137715E+00,5.3178E+00
3.6138384E+00,5.1475E+00
3.6139052E+00,5.3923E+00
3.6139721E+00,5.3604E+00
3.6140390E+00,5.3497E+00
3.6141059E+00,5.2965E+00
3.6141728E+00,5.3071E+00
3.6142396E+00,5.3284E+00
3.6143065E+00,5.2646E+00
3.6143734E+00,5.2326E+00
3.6144403E+00,5.2752E+00
3.6145072E+00,5.2646E+00
3.6145740E+00,5.2646E+00
3.6146409E+00,5.2007E+00
3.6147078E+00,5.2220E+00
3.6147747E+00,5.2539E+00
3.6148416E+00,5.2859E+00
3.6149084E+00,5.2433E+00
3.6149753E+00,5.2326E+00
3.6150422E+00,5.2326E+00
3.6151091E+00,5.2433E+00
3.6151760E+00,5.2646E+00
3.6152428E+00,5.2646E+00
3.6153097E+00,5.2220E+00
3.6153766E+00,5.2646E+00
3.6154435E+00,5.1794E+00
3.6155104E+00,5.2220E+00
3.6155772E+00,5.2433E+00
3.6156441E+00,5.2007E+00
3.6157110E+00,5.2326E+00
3.6157779E+00,5.2646E+00
3.6158448E+00,5.2433E+00
3.6159116E+00,5.2220E+00
3.6159785E+00,5.1901E+00
3.6160454E+00,5.1901E+00
3.6161123E+00,5.1475E+00
3.6161792E+00,5.1901E+00
3.6162460E+00,5.1794E+00
3.6163129E+00,5.1262E+00
3.6163798E+00,5.1475E+00
3.6164467E+00,5.1581E+00
3.6165136E+00,5.1262E+00
3.6165804E+00,5.1049E+00
3.6166473E+00,5.1155E+00
3.6167142E+00,5.1155E+00
3.6167811E+00,5.1155E+00
3.6168480E+00,5.1049E+00
3.6169148E+00,5.0730E+00
3.6169817E+00,5.0943E+00
3.6170486E+00,5.1262E+00
3.6171155E+00,5.0730E+00
3.6171824E+00,5.1049E+00
3.6172492E+00,5.0304E+00
3.6173161E+00,5.0623E+00
3.6173830E+00,5.0304E+00
3.6174499E+00,5.0836E+00
3.6175168E+00,5.0410E+00
3.6175836E+00,5.0197E+00
3.6176505E+00,5.0091E+00
3.6177174E+00,4.9878E+00
3.6177843E+00,5.0304E+00
3.6178512E+00,4.9985E+00
3.6179180E+00,4.9665E+00
3.6179849E+00,4.9985E+00
3.6180518E+00,4.9772E+00
3.6181187E+00,4.9559E+00
3.6181856E+00,4.9878E+00
3.6182524E+00,4.9772E+00
3.6183193E+00,5.0304E+00
3.6183862E+00,5.0091E+00
3.6184531E+00,4.9772E+00
3.6185200E+00,5.0091E+00
3.6185868E+00,5.0197E+00
3.6186537E+00,4.9772E+00
3.6187206E+00,4.9772E+00
3.6187875E+00,4.9985E+00
3.6188544E+00,4.9878E+00
3.6189212E+00,5.0091E+00
3.6189881E+00,4.9985E+00
3.6190550E+00,5.0623E+00
3.6191219E+00,5.0304E+00
3.6191888E+00,4.9878E+00
3.6192556E+00,4.9985E+00
3.6193225E+00,4.9985E+00
3.6193894E+00,5.0197E+00
3.6194563E+00,5.0304E+00
3.6195232E+00,5.0197E+00
3.6195900E+00,5.0730E+00
3.6196569E+00,5.0730E+00
3.6197238E+00,5.0730E+00
3.6197907E+00,5.0943E+00
3.6198576E+00,5.0730E+00
3.6199244E+00,5.0730E+00
3.6199913E+00,5.0943E+00
3.6200582E+00,5.1049E+00
3.6201251E+00,5.1155E+00
3.6201920E+00,5.1155E+00
3.6202588E+00,5.0836E+00
3.6203257E+00,5.1049E+00
3.6203926E+00,5.1368E+00
3.6204595E+00,5.1155E+00
3.6205264E+00,5.1368E+00
3.6205932E+00,5.0943E+00
3.6206601E+00,5.1581E+00
3.6207270E+00,5.1901E+00
3.6207939E+00,5.1581E+00
3.6208608E+00,5.1475E+00
3.6209276E+00,5.1901E+00
3.6209945E+00,5.1901E+00
3.6210614E+00,5.2113E+00
3.6211283E+00,5.1901E+00
3.6211952E+00,5.2220E+00
3.6212620E+00,5.2220E+00
3.6213289E+00,5.2220E+00
3.6213958E+00,5.2113E+00
3.6214627E+00,5.2433E+00
3.6215296E+00,5.2326E+00
3.6215964E+00,5.2326E+00
3.6216633E+00,5.2646E+00
3.6217302E+00,5.2859E+00
3.6217971E+00,5.2965E+00
3.6218640E+00,5.3284E+00
3.6219308E+00,5.2646E+00
3.6219977E+00,5.3071E+00
3.6220646E+00,5.2965E+00
3.6221315E+00,5.3391E+00
3.6221984E+00,5.2859E+00
3.6222652E+00,5.3391E+00
3.6223321E+00,5.3071E+00
3.6223990E+00,5.3071E+00
3.6224659E+00,5.3284E+00
3.6225328E+00,5.3497E+00
3.6225996E+00,5.3178E+00
3.6226665E+00,5.3817E+00
3.6227334E+00,5.3817E+00
3.6228003E+00,5.3817E+00
3.6228672E+00,5.3817E+00
3.6229340E+00,5.3817E+00
3.6230009E+00,5.3923E+00
3.6230678E+00,5.3710E+00
3.6231347E+00,5.3817E+00
3.6232016E+00,5.4242E+00
3.6232684E+00,5.3710E+00
3.6233353E+00,5.4029E+00
3.6234022E+00,5.4562E+00
3.6234691E+00,5.4029E+00
3.6235360E+00,5.4242E+00
3.6236028E+00,5.4242E+00
3.6236697E+00,5.4029E+00
3.6237366E+00,5.4455E+00
3.6238035E+00,5.4242E+00
3.6238704E+00,5.4455E+00
3.6239372E+00,5.4349E+00
3.6240041E+00,5.4349E+00
3.6240710E+00,5.4242E+00
3.6241379E+00,5.4029E+00
3.6242048E+00,5.4562E+00
3.6242716E+00,5.4562E+00
3.6243385E+00,5.4562E+00
3.6244054E+00,5.4029E+00
3.6244723E+00,5.4455E+00
3.6245392E+00,5.4562E+00
3.6246060E+00,5.4562E+00
3.6246729E+00,5.4349E+00
3.6247398E+00,5.4562E+00
3.6248067E+00,5.4775E+00
3.6248736E+00,5.4455E+00
3.6249404E+00,5.4242E+00
3.6250073E+00,5.4562E+00
3.6250742E+00,5.4349E+00
3.6251411E+00,5.3391E+00
3.6252080E+00,5.3923E+00
3.6252748E+00,5.4349E+00
3.6253417E+00,5.3923E+00
3.6254086E+00,5.3923E+00
3.6254755E+00,5.3923E+00
3.6255424E+00,5.4029E+00
3.6256092E+00,5.3817E+00
3.6256761E+00,5.4029E+00
3.6257430E+00,5.3817E+00
3.6258099E+00,5.3604E+00
3.6258768E+00,5.3817E+00
3.6259436E+00,5.3497E+00
3.6260105E+00,5.2646E+00
3.6260774E+00,5.2752E+00
3.6261443E+00,5.3710E+00
3.6262112E+00,5.2433E+00
3.6262780E+00,5.3071E+00
3.6263449E+00,5.3497E+00
3.6264118E+00,5.3391E+00
3.6264787E+00,5.2859E+00
3.6265456E+00,5.2965E+00
3.6266124E+00,5.2859E+00
3.6266793E+00,5.2326E+00
3.6267462E+00,5.2965E+00
3.6268131E+00,5.3071E+00
3.6268800E+00,5.2752E+00
3.6269468E+00,5.2326E+00
3.6270137E+00,5.1901E+00
3.6270806E+00,5.2646E+00
3.6271475E+00,5.2646E+00
3.6272144E+00,5.2539E+00
3.6272812E+00,5.2220E+00
3.6273481E+00,5.2326E+00
3.6274150E+00,5.2433E+00
3.6274819E+00,5.2539E+00
3.6275488E+00,5.1901E+00
3.6276156E+00,5.2433E+00
3.6276825E+00,5.2646E+00
3.6277494E+00,5.2326E+00
3.6278163E+00,5.2007E+00
3.6278832E+00,5.2113E+00
3.6279500E+00,5.1794E+00
3.6280169E+00,5.1901E+00
3.6280838E+00,5.1901E+00
3.6281507E+00,5.0943E+00
3.6282176E+00,5.1262E+00
3.6282844E+00,5.1475E+00
3.6283513E+00,5.1475E+00
3.6284182E+00,5.1368E+00
3.6284851E+00,5.1049E+00
3.6285520E+00,5.1475E+00
3.6286188E+00,5.1155E+00
3.6286857E+00,5.1262E+00
3.6287526E+00,5.1049E+00
3.6288195E+00,5.1155E+00
3.6288864E+00,5.1049E+00
3.6289532E+00,5.0943E+00
3.6290201E+00,5.1049E+00
3.6290870E+00,5.1475E+00
3.6291539E+00,5.1155E+00
3.6292208E+00,5.1049E+00
3.6292876E+00,5.1262E+00
3.6293545E+00,5.0410E+00
3.6294214E+00,5.0730E+00
3.6294883E+00,5.0410E+00
3.6295552E+00,5.0304E+00
3.6296220E+00,5.0623E+00
3.6296889E+00,5.0091E+00
3.6297558E+00,4.9878E+00
3.6298227E+00,4.9665E+00
3.6298896E+00,4.9985E+00
3.6299564E+00,4.9985E+00
3.6300233E+00,5.0091E+00
3.6300902E+00,4.9985E+00
3.6301571E+00,5.0410E+00
